"","row","col","value"
"330","D519ROV3PC204.10","D522ROV1PC205.0",0.888385269121813
"331","D519ROV3LPC2.10","D522ROV1PC205.0",0.752436260623229
"332","D519ROV3PC205.10","D522ROV1PC205.0",0.796742209631728
"333","D518ROV3PC201.10","D522ROV1PC205.0",0.932096317280453
"334","D519ROV3PC203.10","D522ROV1PC205.0",0.689206798866856
"335","D519ROV3PC201.10","D522ROV1PC205.0",0.751784702549575
"336","D519ROV3LPC1.10","D522ROV1PC205.0",0.738866855524079
"337","D517ROV5PC201.10","D522ROV1PC205.0",0.843484419263456
"338","D517ROV5LPC.10","D522ROV1PC205.0",0.895779036827196
"339","D522ROV1LPC2.15","D522ROV1PC205.0",0.677535410764873
"340","D522ROV1PC202.15","D522ROV1PC205.0",0.68356940509915
"341","D522ROV1PC203.15","D522ROV1PC205.0",0.671331444759207
"342","D522ROV1PC204.15","D522ROV1PC205.0",0.857932011331445
"343","D515ROV1LPC.15","D522ROV1PC205.0",0.932379603399433
"344","D522ROV1PC201.15","D522ROV1PC205.0",0.691869688385269
"345","D522ROV1LPC1.15","D522ROV1PC205.0",0.832917847025496
"346","D515ROV1PC201.15","D522ROV1PC205.0",0.902917847025496
"347","D522ROV1PC205.15","D522ROV1PC205.0",0.82728045325779
"348","D523ROV2LPC3.15","D522ROV1PC205.0",0.846317280453258
"349","D523ROV2LPC2.15","D522ROV1PC205.0",0.861841359773371
"350","D517ROV2LPC1.15","D522ROV1PC205.0",0.671473087818697
"351","D523ROV2LPC1.15","D522ROV1PC205.0",0.94671388101983
"352","D517ROV2PC203.15","D522ROV1PC205.0",0.753881019830028
"353","D517ROV2LPC2.15","D522ROV1PC205.0",0.672181303116147
"354","D519ROV2PC201.15","D522ROV1PC205.0",0.926487252124646
"355","D519ROV3LPC2.15","D522ROV1PC205.0",0.520254957507082
"356","D518ROV3LPC.15","D522ROV1PC205.0",0.804589235127479
"357","D519ROV3PC205.15","D522ROV1PC205.0",0.665127478753541
"358","D519ROV3PC203.15","D522ROV1PC205.0",0.791671388101983
"359","D519ROV3LPC1.15","D522ROV1PC205.0",0.754872521246459
"360","D519ROV3PC204.15","D522ROV1PC205.0",0.871614730878187
"361","D517ROV5PC201.15","D522ROV1PC205.0",0.709348441926346
"362","D517ROV5LPC.15","D522ROV1PC205.0",0.961898016997167
"363","D515ROV1PC201.20","D522ROV1PC205.0",0.837677053824363
"364","D522ROV1PC202.20","D522ROV1PC205.0",0.730254957507082
"365","D522ROV1PC205.20","D522ROV1PC205.0",0.921104815864023
"366","D522ROV1LPC1.20","D522ROV1PC205.0",0.965184135977337
"367","D522ROV1PC203.20","D522ROV1PC205.0",0.773059490084986
"368","D522ROV1PC201.20","D522ROV1PC205.0",0.770679886685552
"369","D522ROV1PC204.20","D522ROV1PC205.0",0.766260623229462
"370","D522ROV1LPC2.20","D522ROV1PC205.0",0.977903682719547
"371","D515ROV1LPC.20","D522ROV1PC205.0",0.681614730878187
"372","D523ROV2LPC1.20","D522ROV1PC205.0",0.783654390934844
"373","D517ROV2LPC2.20","D522ROV1PC205.0",0.773257790368272
"374","D517ROV2LPC1.20","D522ROV1PC205.0",0.963172804532578
"375","D517ROV2PC203.20","D522ROV1PC205.0",0.854022662889518
"376","D523ROV2LPC2.20","D522ROV1PC205.0",0.86042492917847
"377","D523ROV2LPC3.20","D522ROV1PC205.0",0.861558073654391
"378","D519ROV2PC201.20","D522ROV1PC205.0",0.855580736543909
"379","D519ROV3PC203.20","D522ROV1PC205.0",0.798356940509915
"380","D518ROV3LPC.20","D522ROV1PC205.0",0.96643059490085
"381","D519ROV3LPC1.20","D522ROV1PC205.0",0.567903682719547
"382","D519ROV3LPC2.20","D522ROV1PC205.0",0.661274787535411
"383","D519ROV3PC204.20","D522ROV1PC205.0",0.804305949008499
"384","D517ROV5LPC.20","D522ROV1PC205.0",0.97300283286119
"385","D517ROV5PC201.20","D522ROV1PC205.0",0.83014164305949
"386","D522ROV1LPC2.25","D522ROV1PC205.0",0.667535410764873
"387","D522ROV1PC203.25","D522ROV1PC205.0",0.609971671388102
"388","D522ROV1PC201.25","D522ROV1PC205.0",0.795099150141643
"389","D515ROV1LPC.25","D522ROV1PC205.0",0.841104815864023
"390","D522ROV1PC202.25","D522ROV1PC205.0",0.771699716713881
"391","D515ROV1PC201.25","D522ROV1PC205.0",0.859320113314448
"392","D522ROV1PC205.25","D522ROV1PC205.0",0.850538243626062
"393","D522ROV1LPC1.25","D522ROV1PC205.0",0.879036827195467
"394","D522ROV1PC204.25","D522ROV1PC205.0",0.858611898016997
